class,class_name,title,description
4,Sci/Tech,Microsoft Funded Study Deciding Factor in 10yr Deal,"Genevish writes  quot;According to an article in the Register, Microsoft and the Newham Council in London have signed an agreement making Microsoft the preferred vendor for the council, instead of the original hybrid MS / Open Source plan. The council was very ..."
2,Sports,Cycling: Hamilton wins time trial,"VOULIAGMENI Tyler Hamilton of the United States won the men #39;s time trial gold medal Wednesday, beating defending champion Viatcheslav Ekimov of Russia and another American, Bobby Julich. "
2,Sports,Garrison gets new contract; King retires,"WHITE PLAINS, NY -- Zina Garrison was given a one-year contract to stay on as US Fed Cup captain, while Billie Jean King retired Tuesday as a coach for the team."
1,World,UN rights envoys urge probe into Burundi massacre,"GENEVA, Aug 18 (Reuters) - United Nations human rights investigators on Wednesday called on Burundi and the Democratic Republic of Congo to identify and hold accountable those behind the massacre of at least 160 Congolese Tutsi refugees. "
2,Sports,"Roddick, Williams eliminated from Olympic tennis",CBC SPORTS ONLINE - American tennis sensation Andy Roddick #39;s Olympic dreams are over after a straight set loss to No. 16 Fernando Gonzalez of Chile in third-round action Wednesday. 
2,Sports,Kitajima wins breast stroke double,"Kosuke Kitajima won the men #39;s 200 metres breast stroke final at the Athens Olympics early this morning, but Australia #39;s Jim Piper was disqualified. "
4,Sci/Tech,Venus: Inhabited World?,"by Harry Bortman    In part 1 of this interview with Astrobiology Magazine editor Henry Bortman, planetary scientist David Grinspoon explained how Venus evolved from a wet planet similar to Earth to the scorching hot, dried-out furnace of today. In part 2, Grinspoon discusses the possibility of life on Venus..."
2,Sports,U.S. Coach Larry Brown Won't Make Changes (AP),"AP - Same starting lineup, same subs, same tactics. The U.S. basketball team may be an unimpressive 1-1 in the Olympic tournament, but coach Larry Brown won't do any tinkering for Thursday's game against Australia."
1,World,Israel's Sharon Confronts Party Rebels Before Vote, TEL AVIV (Reuters) - Prime Minister Ariel Sharon confronted  Likud party rebels with a pledge to put the good of Israel  first Wednesday as he battled to avoid an embarrassing defeat  over his Gaza pullout plan.
4,Sci/Tech,Epson Announces Advanced Model of the World #39;s Lightest Micro-Flying Robot,"TOKYO, Japan -- Seiko Epson Corporation ( quot;Epson quot;) has announced that it has successfully developed a lighter and more advanced successor to the FR, the world #39;s smallest and lightest micro-flying robot. Turning once again to its micromechatronics ..."
4,Sci/Tech,Australian City Agency Switches to Sun's StarOffice (Ziff Davis),"Ziff Davis - In another blow to Microsoft, a government agency in New South Wales, Australia, signs a deal with Sun to migrate 1,500 users to the company's StarOffice productivity suite and Messaging products."
1,World,Hamm Wins All-Around Gymnastics Title,"ATHENS, Greece - After falling onto the edge of the judges' table on the landing of his vault, Paul Hamm performed two of the most spectacular routines of his career to win the men's all-around gymnastics title by the closest Olympic margin ever.    Needing a 9.825 on high bar, his best event, to tie Kim Dae-eun of South Korea for gold, Hamm was dazzling..."
3,Business,Intuit Posts Wider Loss After Charge," SAN FRANCISCO (Reuters) - Intuit Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=INTU.O target=/stocks/quickinfo/fullquote""&gt;INTU.O&lt;/A&gt;, maker of  the No. 1 U.S. tax presentation software TurboTax, on Wednesday  posted a wider quarterly loss from a year earlier after taking  a goodwill impairment charge during its seasonally weaker  fourth quarter."
3,Business,Lenovo may be in acquisition talks with IBM,"HONG KONG - China #39;s biggest computer maker said Tuesday it is in acquisition talks with a major international technology company, a disclosure which comes amid reports it might buy IBM Corp."
2,Sports,Bloom Will Appeal Latest NCAA Rebuff (AP),AP - Colorado wide receiver Jeremy Bloom decided Wednesday to keep fighting the NCAA for the right to accept commercial ski endorsements while playing college football.
3,Business,IBM: Do We Have a Deal?,Speculation spreads that China's biggest computer maker will buy IBM's PC business. Also:  Clinton attends launch of Chinese search engine powered by AI   hellip;.  A new DVD can play on old and new HD technology   hellip;. and more.
2,Sports,US Cyclists Capture Three Medals,"ATHENS, Greece - Tyler Hamilton #39;s greatest ride capped the finest Olympic day for US cycling, which won three of the six medals awarded in Wednesday #39;s road time trials - surpassing its two total road medals won since the 1984 Games in Los ..."
4,Sci/Tech,How Redmond Won Newham,"Microsoft chalked up a couple of government contract wins in the UK this week. But while Redmond touts total cost of ownership studies (TCO), an open source consultant says the numbers don #39;t add up. "
4,Sci/Tech,NVidia to power Sony #39;s Playstation 3,Sony and nVidia are to co-develop a graphics engine to power graphics cards and entertainment consoles. The chip will be used in nVidia #39;s GeForce cards which will power forthcoming consumer devices from Sony 
4,Sci/Tech,IBM chalks up two health care wins,The deals with a university medical center and a California health care provider come two weeks after a win with the Mayo Clinic.
4,Sci/Tech,Five new moons for planet Neptune,"Five new satellites - and one candidate moon - have been discovered orbiting the giant planet Neptune, bringing its tally of moons to 13. "
4,Sci/Tech,"Mars Hills, Crater Yield Evidence of Flowing Water","LOS ANGELES (Reuters) - The hills of Mars yielded more tantalizing clues about how water shaped the Red Planet in tests by NASA #39;s robotic geologist, Spirit, while its twin, Opportunity, observed the deep crater it climbed into two months ..."
2,Sports,Injuries Continue to Bedevil Cardinals (AP),"AP - Arizona Cardinals defensive tackle Kenny King needs surgery on his right wrist and probably will miss the season, the latest hit to a team struggling with injuries."
4,Sci/Tech,Google Lowers Expectations for Its Value (AP),"AP - Google Inc. dramatically lowered expectations for the Internet search giant's value Wednesday ahead of its much ballyhooed coming out party in the public markets. The offering is still one of the biggest and highly anticipated for an Internet company, surpassing the hot issues of the dot-com boom."
3,Business,Credit Suisse to merge CSFB,"Credit Suisse Group, Switzerland #39;s second-biggest bank, plans to combine its Credit Suisse First Boston (CSFB) securities unit with its banking business in the next two years to boost earnings."
3,Business,EU Appeal to US to bring up Dollar,"European Central Bank President Jean- Claude Trichet joined European finance ministers in appealing to the US to stem the decline of the dollar, warning that the currencys slide risks derailing global growth."
2,Sports,Pitcher presumably suffered injury on two-run single,"PHILADELPHIA -- Considering the number of times Andy Pettitte and Roger Clemens were mentioned in the same breath this year, perhaps it #39;s only fitting they should both make headlines with their respective injuries on the same ..."
1,World,Nigeria plans mission to Darfur as Sudan pledges to restore peace (AFP),"AFP - Nigeria's President Olusegun Obasanjo called for lawmakers to approve the deployment of up to 1,500 peacekeeping troops to Sudan's war-torn province of Darfur, as Khartoum pledged to restore order there."
2,Sports,Royals Rally to Defeat Mariners 3-2 (AP),AP - John Buck hit a go-ahead two-run homer in the eighth inning to lead the Kansas City Royals to a 3-2 victory over the Seattle Mariners on Wednesday night.
1,World,Sadr caves in to avoid assault,THE radical cleric Muqtada al Sadr yesterday demonstrated once again his aptitude for self-preservation when he appeared to blink first in the stand-off with Iraqi and US forces in Najaf. 
2,Sports,Roger Clemens' Leg Injury Isn't Serious (AP),"AP - Roger Clemens strained his right calf in the Houston Astros' 9-8 victory over the Philadelphia Phillies on Wednesday night, but the injury isn't considered serious."
3,Business,Google Raises \$1.67 Bln in Cut-Price IPO," NEW YORK/SAN FRANCISCO (Reuters) - Google Inc., the most  popular Internet search engine, raised \$1.67 billion on  Wednesday in its long-awaited IPO after slashing the price and  size of an offer beset by missteps and poor market conditions."
1,World,Proud Italy awaits La Scala opening with bated breath (AFP),"AFP - Italy's cultural cognoscenti were waiting with bated breath for the reopening of the La Scala opera house, restored to its former glory after a sumptuous 61 million euro (81 million dollar) makeover."
1,World,China Says Taiwan President's U.S. Stop 'A Trick'," BEIJING (Reuters) - China urged the United States on  Thursday not to allow Taiwan President Chen Shui-bian to set  foot on U.S. soil, describing his stopovers en route to Latin  America as a trick to sabotage Sino-U.S. relations."
1,World,Sharon #39;s Gaza plan hinges on vote,Israeli Prime Minister Ariel Sharon has lost a key vote which would have seen the dovish Labour Party join the government coalition and salvage his Gaza disengagement plan. 
