gender;age;education_level;institution_type;IT_student;location;electricity_supply;financial_condition;internet_type;network_type;class_duration;learning_system;device;adaptivity_level;ID_student
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN975
Boy;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;CN976
Boy;06-oct;School;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;SG977
Boy;06-oct;School;Government;No;No;High;Mid;Mobile Data;2G;01-mar;No;Mobile;Low;SG978
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN979
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN980
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN981
Boy;21-25;University;Government;Yes;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;UG982
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Mobile;Moderate;CG983
Girl;21-25;College;Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;CG984
Boy;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN985
Boy;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN986
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;High;SN987
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG988
Boy;26-30;University;Government;No;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;UG989
Girl;21-25;University;Non Government;No;Yes;High;Poor;Wifi;4G;03-jun;No;Mobile;Low;UN990
Boy;nov-15;School;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Computer;Low;SN991
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG992
Boy;16-20;University;Government;No;Yes;Low;Mid;Wifi;4G;03-jun;Yes;Computer;Low;UG993
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN994
Girl;16-20;School;Government;No;No;Low;Rich;Mobile Data;4G;01-mar;No;Mobile;High;SG995
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UN996
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN997
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;Low;SG998
Boy;16-20;University;Government;No;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;UG999
Boy;nov-15;School;Non Government;No;Yes;High;Poor;Wifi;4G;01-mar;No;Mobile;Low;SN1000
Girl;16-20;College;Non Government;No;No;High;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CN1001
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;UN1002
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1003
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1004
Boy;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1005
Girl;21-25;University;Non Government;No;Yes;Low;Rich;Wifi;4G;03-jun;No;Computer;Moderate;UN1006
Girl;21-25;University;Non Government;No;Yes;High;Mid;Mobile Data;4G;01-mar;Yes;Mobile;Moderate;UN1007
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1008
Boy;nov-15;School;Non Government;No;Yes;High;Poor;Wifi;4G;01-mar;No;Mobile;Low;SN1009
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;03-jun;Yes;Computer;Moderate;UN1010
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1011
Girl;21-25;University;Government;No;No;Low;Mid;Mobile Data;2G;01-mar;No;Mobile;Low;UG1012
Girl;26-30;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG1013
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG1014
Boy;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;CN1015
Boy;16-20;College;Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;CG1016
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1017
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG1018
Boy;nov-15;School;Non Government;No;Yes;Low;Rich;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1019
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Tab;Moderate;UN1020
Boy;21-25;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;01-mar;Yes;Computer;Moderate;UN1021
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;03-jun;No;Mobile;Moderate;SN1022
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG1023
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN1024
Boy;26-30;University;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;High;UG1025
Boy;nov-15;School;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Computer;Low;SN1026
Girl;16-20;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;SN1027
Girl;16-20;College;Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;CG1028
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CN1029
Girl;nov-15;School;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;No;Mobile;Low;SG1030
Girl;06-oct;School;Non Government;No;Yes;Low;Mid;Wifi;3G;01-mar;No;Mobile;High;SN1031
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN1032
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;High;SN1033
Girl;21-25;University;Non Government;Yes;Yes;Low;Rich;Wifi;4G;03-jun;No;Computer;Moderate;UN1034
Girl;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UN1035
Boy;01-may;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;SN1036
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Mobile;Moderate;UN1037
Girl;16-20;College;Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;CG1038
Girl;nov-15;School;Non Government;No;Yes;Low;Rich;Wifi;3G;01-mar;No;Mobile;High;SN1039
Boy;nov-15;School;Non Government;No;Yes;High;Poor;Wifi;4G;01-mar;No;Mobile;Low;SN1040
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Tab;Moderate;UN1041
Boy;21-25;University;Non Government;No;Yes;High;Mid;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;UN1042
Boy;21-25;University;Government;Yes;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;UG1043
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CN1044
Boy;21-25;University;Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Computer;Low;UG1045
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Tab;Moderate;UN1046
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1047
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1048
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1049
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1050
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Mobile;Moderate;UN1051
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;Moderate;SG1052
Boy;nov-15;School;Non Government;No;Yes;High;Poor;Wifi;4G;01-mar;No;Mobile;Low;SN1053
Boy;01-may;School;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;SG1054
Girl;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG1055
Girl;21-25;University;Non Government;No;Yes;Low;Rich;Wifi;4G;03-jun;No;Tab;Moderate;UN1056
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CG1057
Girl;21-25;University;Non Government;Yes;Yes;Low;Rich;Wifi;4G;03-jun;No;Computer;Moderate;UN1058
Boy;nov-15;School;Non Government;No;Yes;High;Poor;Wifi;4G;01-mar;No;Mobile;Low;SN1059
Boy;26-30;University;Government;No;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;UG1060
Boy;21-25;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;01-mar;Yes;Computer;Moderate;UN1061
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;01-mar;No;Computer;Moderate;UN1062
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;CN1063
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1064
Boy;26-30;University;Government;Yes;Yes;Low;Rich;Wifi;4G;01-mar;No;Computer;High;UG1065
Boy;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG1066
Boy;21-25;University;Government;No;No;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG1067
Boy;21-25;University;Non Government;Yes;Yes;High;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Moderate;UN1068
Girl;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;03-jun;Yes;Mobile;Moderate;UN1069
Girl;16-20;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN1070
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;High;SN1071
Boy;nov-15;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;High;SG1072
Girl;21-25;University;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Mobile;Low;UG1073
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1074
Boy;21-25;University;Non Government;Yes;Yes;High;Mid;Wifi;4G;03-jun;Yes;Computer;Low;UN1075
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;High;SN1076
Boy;16-20;College;Government;No;Yes;High;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;CG1077
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1078
Boy;16-20;College;Government;No;No;High;Poor;Mobile Data;2G;01-mar;No;Mobile;Low;CG1079
Girl;16-20;College;Non Government;No;No;Low;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Low;CN1080
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CG1081
Boy;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;UN1082
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1083
Girl;16-20;University;Non Government;Yes;No;High;Poor;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;UN1084
Boy;06-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;Moderate;SN1085
Boy;16-20;College;Government;Yes;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG1086
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;UN1087
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG1088
Girl;16-20;College;Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;CG1089
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1090
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN1091
Girl;16-20;College;Non Government;No;No;Low;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Low;CN1092
Boy;16-20;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG1093
Girl;16-20;College;Non Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CN1094
Girl;21-25;University;Non Government;Yes;Yes;Low;Rich;Wifi;4G;03-jun;No;Computer;High;UN1095
Girl;21-25;University;Non Government;Yes;Yes;High;Mid;Wifi;3G;03-jun;Yes;Mobile;Moderate;UN1096
Boy;21-25;University;Non Government;Yes;Yes;Low;Rich;Wifi;4G;03-jun;No;Mobile;Low;UN1097
Girl;16-20;College;Non Government;No;No;High;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CN1098
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Wifi;3G;01-mar;No;Mobile;Moderate;SN1099
Boy;nov-15;School;Non Government;No;Yes;High;Poor;Wifi;4G;01-mar;No;Mobile;Low;SN1100
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1101
Girl;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;CG1102
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1103
Boy;nov-15;School;Non Government;No;Yes;Low;Rich;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1104
Boy;16-20;School;Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG1105
Girl;06-oct;School;Non Government;No;Yes;Low;Mid;Wifi;3G;01-mar;No;Mobile;High;SN1106
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1107
Boy;06-oct;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN1108
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;03-jun;No;Mobile;Moderate;SN1109
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Mobile;Moderate;CG1110
Boy;16-20;College;Government;No;No;High;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;CG1111
Boy;nov-15;School;Non Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN1112
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN1113
Girl;nov-15;School;Non Government;No;Yes;Low;Rich;Wifi;3G;01-mar;No;Mobile;High;SN1114
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN1115
Boy;16-20;College;Government;No;Yes;High;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;CG1116
Girl;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;Yes;Mobile;Moderate;UG1117
Girl;16-20;College;Non Government;No;No;High;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CN1118
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1119
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1120
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1121
Boy;16-20;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG1122
Boy;16-20;College;Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Tab;Moderate;CG1123
Boy;21-25;University;Non Government;Yes;No;High;Mid;Mobile Data;3G;03-jun;No;Computer;Low;UN1124
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;Moderate;SG1125
Boy;21-25;University;Non Government;Yes;No;High;Mid;Mobile Data;3G;03-jun;No;Computer;Low;UN1126
Boy;06-oct;School;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;SG1127
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SN1128
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1129
Boy;nov-15;School;Non Government;No;Yes;High;Poor;Wifi;4G;01-mar;No;Mobile;Low;SN1130
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN1131
Boy;16-20;College;Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;CG1132
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1133
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN1134
Girl;16-20;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN1135
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Moderate;UN1136
Girl;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;UN1137
Girl;21-25;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;UN1138
Boy;21-25;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG1139
Girl;21-25;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;UN1140
Boy;nov-15;School;Non Government;No;Yes;Low;Rich;Mobile Data;3G;01-mar;No;Mobile;High;SN1141
Girl;16-20;School;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;SG1142
Girl;16-20;College;Non Government;No;No;Low;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Low;CN1143
Boy;16-20;College;Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CG1144
Boy;16-20;College;Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Tab;Moderate;CG1145
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Moderate;UN1146
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1147
Boy;16-20;College;Government;No;Yes;High;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;CG1148
Girl;16-20;College;Non Government;No;No;Low;Mid;Mobile Data;3G;01-mar;Yes;Mobile;Low;CN1149
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG1150
Girl;nov-15;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;SG1151
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1152
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1153
Boy;21-25;University;Non Government;Yes;No;High;Mid;Mobile Data;3G;03-jun;No;Computer;Low;UN1154
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1155
Boy;16-20;College;Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;CG1156
Boy;26-30;University;Government;Yes;Yes;Low;Rich;Wifi;4G;01-mar;No;Computer;High;UG1157
Girl;21-25;University;Government;No;No;Low;Mid;Mobile Data;2G;01-mar;No;Mobile;Low;UG1158
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1159
Boy;21-25;University;Non Government;Yes;No;High;Mid;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;UN1160
Girl;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG1161
Girl;16-20;University;Non Government;Yes;No;High;Poor;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;UN1162
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;03-jun;No;Mobile;Moderate;SN1163
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;03-jun;No;Mobile;Moderate;SN1164
Boy;21-25;University;Non Government;Yes;No;High;Mid;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;UN1165
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;SN1166
Girl;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG1167
Boy;21-25;University;Non Government;Yes;No;Low;Mid;Wifi;4G;03-jun;Yes;Computer;Moderate;UN1168
Girl;16-20;College;Non Government;No;No;Low;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Low;CN1169
Boy;21-25;University;Non Government;Yes;No;High;Poor;Mobile Data;3G;03-jun;Yes;Mobile;Moderate;UN1170
Boy;26-30;University;Government;Yes;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;High;UG1171
Boy;21-25;University;Government;No;No;High;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG1172
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG1173
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;03-jun;No;Mobile;Moderate;UG1174
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN1175
Boy;26-30;University;Government;Yes;Yes;Low;Rich;Wifi;4G;01-mar;No;Computer;High;UG1176
Boy;06-oct;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG1177
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN1178
Girl;nov-15;School;Non Government;No;Yes;Low;Rich;Wifi;3G;01-mar;No;Mobile;High;SN1179
Boy;01-may;School;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;SG1180
Boy;16-20;College;Government;Yes;Yes;Low;Mid;Mobile Data;4G;01-mar;Yes;Mobile;Low;CG1181
Boy;21-25;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;01-mar;Yes;Computer;Moderate;UN1182
Girl;16-20;College;Government;No;No;High;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;CG1183
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1184
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN1185
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1186
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN1187
Boy;06-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;Moderate;SN1188
Girl;21-25;University;Non Government;Yes;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;UN1189
Boy;26-30;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Mobile;Moderate;UN1190
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1191
Boy;16-20;College;Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CG1192
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;4G;01-mar;Yes;Computer;High;UN1193
Boy;nov-15;School;Non Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN1194
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;4G;01-mar;Yes;Computer;High;UN1195
Boy;16-20;College;Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;CG1196
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Mobile Data;4G;03-jun;No;Computer;Moderate;UN1197
Boy;16-20;College;Government;Yes;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG1198
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Low;UN1199
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN1200
Girl;16-20;College;Non Government;No;No;High;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CN1201
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1202
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN1203
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN1204
